"Statecode","Statename","Countyname","Countycode","TotalPop","taxdividend_PredPop","taxdividend","taxdividendOppose_PredPop","taxdividendOppose","CO2limits_PredPop","CO2limits","CO2limitsOppose_PredPop","CO2limitsOppose","regulate_PredPop","regulate","regulateOppose_PredPop","regulateOppose","supportRPS_PredPop","supportRPS","supportRPSOppose_PredPop","supportRPSOppose","fundrenewables_PredPop","fundrenewables","fundrenewablesOppose_PredPop","fundrenewablesOppose","happening_PredPop","happening","happeningOppose_PredPop","happeningOppose","human_PredPop","human","humanOppose_PredPop","humanOppose","consensus_PredPop","consensus","consensusOppose_PredPop","consensusOppose","worried_PredPop","worried","worriedOppose_PredPop","worriedOppose","personal_PredPop","personal","personalOppose_PredPop","personalOppose","harmUS_PredPop","harmUS","harmUSOppose_PredPop","harmUSOppose","devharm_PredPop","devharm","devharmOppose_PredPop","devharmOppose","futuregen_PredPop","futuregen","futuregenOppose_PredPop","futuregenOppose","timing_PredPop","timing","timingOppose_PredPop","timingOppose"
"AK","Alaska","Kenai Peninsula Borough, Alaska",2122,37786,16212,43,9920,26,19712,52,18499,49,25025,66,13380,35,19748,52,18006,48,27649,73,10400,28,22096,58,8578,23,15829,42,14905,39,13760,36,14201,38,17845,47,19950,53,11602,31,22222,59,17016,45,17160,45,17708,47,15642,41,20886,55,12555,33,14693,39,22790,60
"AK","Alaska","Ketchikan Gateway Borough, Alaska",2130,9088,4121,45,2273,25,5155,57,4045,45,6082,67,3124,34,4841,53,4230,47,6787,75,2301,25,5675,62,1777,20,4117,45,3301,36,3641,40,3174,35,4646,51,4446,49,3056,34,5146,57,4376,48,3926,43,4593,51,3468,38,5231,58,2837,31,3804,42,5211,57
"AK","Alaska","Kodiak Island Borough, Alaska",2150,8191,3425,42,2390,29,5250,64,2988,36,5930,72,2290,28,4934,60,3148,38,6373,78,1757,21,5582,68,1358,17,4377,53,2440,30,3860,47,2544,31,4853,59,3324,41,3239,40,4259,52,4498,55,3066,37,4757,58,2586,32,5136,63,2126,26,3920,48,4213,51
"AK","Alaska","Lake and Peninsula Borough, Alaska",2164,845,347,41,220,26,457,54,397,47,573,68,282,33,463,55,371,44,617,73,230,27,548,65,145,17,418,49,266,31,349,41,254,30,492,58,351,41,349,41,406,48,465,55,305,36,479,57,267,32,515,61,232,27,402,48,429,51
"AK","Alaska","Matanuska-Susitna Borough, Alaska",2170,56077,24529,44,14419,26,30524,54,25991,46,37634,67,19226,34,29743,53,26246,47,41544,74,14902,27,32578,58,13145,23,24462,44,21878,39,19962,36,21892,39,26024,46,30110,54,16798,30,33399,60,24979,45,25737,46,25999,46,23551,42,30778,55,18793,34,21501,38,34348,61
"AK","Alaska","Nome Census Area, Alaska",2180,5185,2374,46,1161,22,2811,54,2417,47,3372,65,1878,36,2648,51,2495,48,3735,72,1476,28,3299,64,906,17,2439,47,1773,34,1953,38,1646,32,2817,54,2368,46,1989,38,2622,51,2705,52,1984,38,2786,54,1746,34,3049,59,1504,29,2325,45,2801,54
"AK","Alaska","North Slope Borough, Alaska",2185,5911,2357,40,1544,26,2327,39,3697,63,3520,60,2550,43,2790,47,3105,53,3935,67,2078,35,3387,57,1259,21,2451,41,2178,37,2070,35,1852,31,3052,52,2839,48,2206,37,2967,50,2907,49,2423,41,2960,50,2222,38,3278,55,1993,34,2498,42,3253,55
"AK","Alaska","Northwest Arctic Borough, Alaska",2188,3897,1609,41,1023,26,2429,62,1474,38,2794,72,1114,29,2279,58,1528,39,2932,75,944,24,2670,69,570,15,2144,55,1090,28,1730,44,1075,28,2430,62,1456,37,1733,44,1752,45,2301,59,1241,32,2375,61,1050,27,2469,63,927,24,1993,51,1855,48
"AK","Alaska","Petersburg Census Area, Alaska",2195,2704,0,45,0,24,0,65,0,34,0,75,0,23,0,62,0,37,0,77,0,21,0,64,0,17,0,49,0,34,0,42,0,32,0,54,0,46,0,36,0,53,0,52,0,36,0,54,0,33,0,63,0,24,0,43,0,56
"AK","Alaska","Prince of Wales-Hyder Census Area, Alaska",2198,3748,0,45,0,24,0,65,0,34,0,75,0,23,0,62,0,37,0,77,0,21,0,64,0,17,0,49,0,34,0,42,0,32,0,54,0,46,0,36,0,53,0,52,0,36,0,54,0,33,0,63,0,24,0,43,0,56
"AK","Alaska","Sitka City and Borough, Alaska",2220,6040,2664,44,1655,27,3642,60,2462,41,4173,69,1923,32,3402,56,2617,43,4613,76,1411,23,3935,65,1104,18,2928,48,2035,34,2638,44,2027,34,3263,54,2777,46,2118,35,3382,56,3043,50,2508,42,3228,53,2171,36,3609,60,1771,29,2644,44,3355,56
"AK","Alaska","Skagway Municipality, Alaska",2230,783,0,45,0,24,0,65,0,34,0,75,0,23,0,62,0,37,0,77,0,21,0,64,0,17,0,49,0,34,0,42,0,32,0,54,0,46,0,36,0,53,0,52,0,36,0,54,0,33,0,63,0,24,0,43,0,56
"AK","Alaska","Southeast Fairbanks Census Area, Alaska",2240,4479,2001,45,1161,26,2477,55,2064,46,2960,66,1588,35,2355,53,2122,47,3320,74,1159,26,2728,61,922,21,1971,44,1674,37,1770,40,1580,35,2220,50,2261,50,1433,32,2595,58,2079,46,2002,45,2183,49,1781,40,2519,56,1460,33,1812,40,2624,59
"AK","Alaska","Valdez-Cordova Census Area, Alaska",2261,6461,2782,43,1706,26,3366,52,3176,49,4240,66,2331,36,3368,52,3085,48,4721,73,1778,28,3848,60,1414,22,2831,44,2410,37,2439,38,2337,36,3161,49,3300,51,2075,32,3716,58,2989,46,2886,45,3120,48,2606,40,3624,56,2126,33,2582,40,3816,59
"AK","Alaska","Wade Hampton Census Area, Alaska",2270,3348,1517,45,710,21,1865,56,1498,45,2218,66,1164,35,1724,51,1569,47,2399,72,959,29,2159,64,540,16,1620,48,1089,33,1262,38,1000,30,1907,57,1437,43,1386,41,1560,47,1847,55,1163,35,1879,56,1022,31,2002,60,910,27,1578,47,1725,52
"AK","Alaska","Wrangell City and Borough, Alaska",2275,1767,0,45,0,24,0,65,0,34,0,75,0,23,0,62,0,37,0,77,0,21,0,64,0,17,0,49,0,34,0,42,0,32,0,54,0,46,0,36,0,53,0,52,0,36,0,54,0,33,0,63,0,24,0,43,0,56
"AK","Alaska","Yakutat City and Borough, Alaska",2282,430,176,41,118,27,185,43,254,59,263,61,178,41,211,49,219,51,298,69,138,32,256,59,91,21,183,43,157,36,162,38,141,33,222,52,207,48,156,36,229,53,211,49,184,43,219,51,166,39,244,57,144,34,181,42,240,56
"AK","Alaska","Yukon-Koyukuk Census Area, Alaska",2290,3549,1481,42,818,23,1552,44,2052,58,2196,62,1428,40,1711,48,1807,51,2403,68,1190,34,2111,59,677,19,1542,43,1258,35,1238,35,1087,31,1912,54,1626,46,1404,40,1682,47,1837,52,1339,38,1853,52,1221,34,2024,57,1096,31,1580,45,1884,53
"AZ","Arizona","Apache County, Arizona",4001,41544,17514,42,9105,22,21032,51,20691,50,27860,67,13843,33,21656,52,19524,47,29031,70,12596,30,24251,58,8208,20,18366,44,14802,36,13558,33,13815,33,21350,51,20084,48,15800,38,19721,47,21593,52,15208,37,21223,51,14517,35,23868,57,11834,28,17641,42,23228,56
"AZ","Arizona","Cochise County, Arizona",4003,88805,38357,43,22575,25,55528,63,33241,37,65545,74,22822,26,53046,60,34883,39,67519,76,20151,23,53740,61,18021,20,43111,49,30388,34,34978,39,30922,35,46450,52,42142,47,32191,36,45522,51,45566,51,33489,38,45940,52,31939,36,51419,58,24459,28,37285,42,50961,57
"AZ","Arizona","Coconino County, Arizona",4005,78132,30719,39,22960,29,47458,61,31964,41,58026,74,19933,26,48561,62,28855,37,59209,76,17260,22,51809,66,12280,16,41828,54,21935,28,36423,47,22456,29,47060,60,30766,39,32449,42,36729,47,44320,57,26764,34,45615,58,23931,31,49377,63,19829,25,37569,48,39196,50
"AZ","Arizona","Gila County, Arizona",4007,38365,17420,45,8746,23,22404,58,16076,42,26764,70,11609,30,20978,55,17291,45,28440,74,9648,25,22452,59,8298,22,16944,44,14556,38,13415,35,14504,38,17791,46,20557,54,12130,32,21418,56,17865,47,16396,43,17920,47,15605,41,21219,55,11998,31,14646,38,23524,61
"AZ","Arizona","Graham County, Arizona",4009,22181,10590,48,4654,21,12953,58,9275,42,15164,68,6945,31,11812,53,10287,46,16046,72,5762,26,13073,59,4604,21,9447,43,8750,39,7835,35,7953,36,10668,48,11503,52,7474,34,11775,53,10579,48,8945,40,10619,48,8349,38,12373,56,6398,29,8745,39,13326,60
"AZ","Arizona","Greenlee County, Arizona",4011,5347,2352,44,1286,24,3461,65,1848,35,3968,74,1312,25,3235,61,2016,38,4055,76,1197,22,3348,63,1004,19,2734,51,1740,33,2075,39,1834,34,2879,54,2451,46,2038,38,2618,49,2825,53,1888,35,2845,53,1753,33,3181,59,1320,25,2321,43,3016,56
"AZ","Arizona","La Paz County, Arizona",4012,15871,7214,45,3541,22,9605,61,6344,40,11159,70,4688,30,8776,55,6990,44,11729,74,3885,24,9515,60,3030,19,7188,45,5801,37,5864,37,5385,34,7948,50,7912,50,5350,34,8284,52,7707,49,6208,39,7708,49,5789,36,8966,56,4502,28,6502,41,9217,58
"AZ","Arizona","Maricopa County, Arizona",4013,2451398,1044859,43,668120,27,1583318,65,899829,37,1835581,75,597403,24,1533298,63,908592,37,1912125,78,501861,20,1556691,64,445510,18,1101620,45,918326,37,1045988,43,818367,33,1332904,54,1114051,45,914498,37,1257650,51,1307662,53,900654,37,1337349,55,862690,35,1497960,61,646006,26,1072663,44,1365332,56
"AZ","Arizona","Mohave County, Arizona",4015,145864,63783,44,35239,24,87570,60,58787,40,102692,70,43029,29,82306,56,62884,43,109730,75,34958,24,82533,57,31662,22,63145,43,56047,38,51503,35,53782,37,68251,47,77362,53,46426,32,79925,55,68847,47,59865,41,68998,47,55708,38,80413,55,41990,29,56993,39,87859,60
"AZ","Arizona","Navajo County, Arizona",4017,65234,28825,44,14979,23,37507,57,28182,43,45374,70,19927,31,35926,55,28933,44,47948,74,16703,26,40247,62,12067,18,30424,47,22640,35,24743,38,21504,33,34297,53,30853,47,23853,37,32825,50,33386,51,24836,38,33611,52,22886,35,38287,59,18084,28,28077,43,36386,56
"AZ","Arizona","Pima County, Arizona",4019,649597,282359,43,171114,26,438737,68,204742,32,492844,76,150680,23,410545,63,229279,35,505756,78,135066,21,446618,69,102115,16,360369,55,192870,30,301402,46,211071,32,382151,59,266684,41,242187,37,324813,50,343644,53,227237,35,357012,55,199098,31,415059,64,140293,22,304901,47,345614,53
"AZ","Arizona","Pinal County, Arizona",4021,243196,103026,42,64214,26,162369,67,78980,32,185499,76,55305,23,149062,61,90735,37,185829,76,52253,21,155696,64,48091,20,119025,49,79377,33,101020,42,80869,33,132231,54,110554,45,89839,37,122935,51,128113,53,87493,36,130603,54,77395,32,140615,58,59100,24,103287,42,138471,57
"AZ","Arizona","Santa Cruz County, Arizona",4023,28542,13607,48,5646,20,17862,63,10454,37,20765,73,7294,26,16665,58,11253,39,21004,74,6940,24,18264,64,4640,16,14381,50,8944,31,10730,38,8870,31,16217,57,12215,43,12097,42,12065,42,15730,55,8639,30,15575,55,8142,29,17143,60,6361,22,12995,46,15442,54
"AZ","Arizona","Yavapai County, Arizona",4025,156277,68001,44,40963,26,96738,62,58903,38,111331,71,42966,27,91417,58,63715,41,119712,77,34070,22,91477,59,35505,23,73580,47,55500,36,61452,39,56728,36,77310,49,78810,50,50879,33,87942,56,75915,49,65844,42,77198,49,61597,39,87765,56,47355,30,62699,40,92723,59
"AZ","Arizona","Yuma County, Arizona",4027,119622,55617,46,25334,21,73525,61,46449,39,85204,71,33082,28,68498,57,49042,41,86542,72,29242,24,71584,60,21478,18,58685,49,38087,32,44485,37,38168,32,63626,53,55099,46,46020,38,55782,47,62452,52,40883,34,61714,52,38603,32,67849,57,30819,26,51284,43,67203,56
"AR","Arkansas","Arkansas County, Arkansas",5001,13162,5509,42,3023,23,7068,54,6087,46,9041,69,4197,32,7061,54,6004,46,9443,72,3773,29,7231,55,2867,22,5465,42,5340,41,4178,32,4875,37,5874,45,7264,55,4046,31,6916,53,5876,45,5285,40,5882,45,4952,38,6988,53,3975,30,5077,39,7990,61
"AR","Arkansas","Ashley County, Arkansas",5003,14739,6290,43,3174,22,7387,50,7340,50,9929,67,4932,33,7576,51,7084,48,10248,70,4587,31,7895,54,3265,22,5801,39,6390,43,4182,28,5622,38,6173,42,8550,58,4350,30,7807,53,6292,43,6095,41,6213,42,5848,40,7430,50,4775,32,5386,37,9246,63
"AR","Arkansas","Baxter County, Arkansas",5005,31437,12814,41,8070,26,16530,53,14990,48,21699,69,9987,32,16805,53,14603,46,22980,73,8886,28,17587,56,7982,25,13116,42,12493,40,9660,31,13453,43,13192,42,18212,58,8568,27,18851,60,13266,42,14485,46,13671,43,13171,42,17222,55,10176,32,11235,36,20174,64
"AR","Arkansas","Benton County, Arkansas",5007,141788,56317,40,39864,28,80906,57,61260,43,99476,70,43061,30,81944,58,58903,42,105071,74,36805,26,85351,60,32322,23,65266,46,52320,37,52427,37,53874,38,70914,50,70621,50,45756,32,78482,55,67615,48,58429,41,69839,49,52684,37,79625,56,41316,29,56494,40,84759,60
"AR","Arkansas","Boone County, Arkansas",5009,25620,10151,40,6894,27,14299,56,11257,44,17965,70,7752,30,14234,56,11177,44,18806,73,6908,27,14204,55,6507,25,10773,42,10087,39,8534,33,10490,41,11385,44,14192,55,7312,29,14946,58,11283,44,11257,44,11530,45,10621,41,14057,55,8114,32,9484,37,16096,63
"AR","Arkansas","Bradley County, Arkansas",5011,7763,3018,39,2015,26,5032,65,2664,34,5877,76,1832,24,4824,62,2761,36,5871,76,1801,23,4838,62,1294,17,3995,51,2540,33,3059,39,2409,31,4220,54,3511,45,2906,37,3532,45,4078,53,2471,32,4124,53,2214,29,4551,59,1789,23,3576,46,4139,53
"AR","Arkansas","Calhoun County, Arkansas",5013,3811,1644,43,801,21,1951,51,1864,49,2540,67,1304,34,1937,51,1853,49,2670,70,1164,31,2007,53,858,23,1481,39,1636,43,1114,29,1433,38,1608,42,2198,58,1119,29,2019,53,1627,43,1570,41,1607,42,1493,39,1945,51,1209,32,1412,37,2366,62
"AR","Arkansas","Carroll County, Arkansas",5015,19205,7871,41,5092,27,11534,60,7685,40,13747,72,5574,29,11081,58,7951,41,14403,75,4753,25,11388,59,4109,21,9039,47,6867,36,7248,38,6989,36,9631,50,9532,50,6177,32,10462,54,9160,48,7752,40,9444,49,6967,36,10938,57,5612,29,7806,41,11292,59
"AR","Arkansas","Chicot County, Arkansas",5017,8067,3285,41,1895,23,5419,67,2613,32,6138,76,1832,23,5067,63,2806,35,6123,76,1771,22,5378,67,928,12,4263,53,2536,31,3548,44,1996,25,4721,59,3312,41,3361,42,3140,39,4489,56,2148,27,4535,56,1858,23,4846,60,1568,19,4136,51,3835,48
"AR","Arkansas","Clark County, Arkansas",5019,13446,5815,43,3019,22,6945,52,6538,49,8983,67,4571,34,7020,52,6416,48,9586,71,3956,29,7414,55,2929,22,5461,41,5569,41,4287,32,5041,37,5886,44,7549,56,4041,30,7202,54,5855,44,5578,41,5906,44,5204,39,7026,52,4155,31,5043,38,8304,62
"AR","Arkansas","Clay County, Arkansas",5021,11248,4664,41,2684,24,5857,52,5414,48,7544,67,3871,34,5828,52,5392,48,7880,70,3365,30,5831,52,2811,25,4402,39,4887,43,3411,30,4545,40,4694,42,6542,58,3053,27,6497,58,4697,42,5052,45,4703,42,4811,43,5891,52,3659,33,3976,35,7205,64
"AR","Arkansas","Cleburne County, Arkansas",5023,18981,7686,40,4986,26,10552,56,8382,44,13125,69,6069,32,10444,55,8455,45,13979,74,5178,27,10510,55,4757,25,8106,43,7585,40,6139,32,7794,41,8386,44,10571,56,5359,28,11099,58,8265,44,8414,44,8475,45,7775,41,10325,54,6113,32,6985,37,11941,63
"AR","Arkansas","Cleveland County, Arkansas",5025,5859,2525,43,1341,23,3038,52,2841,48,3904,67,2029,35,3010,51,2846,49,4184,71,1726,29,3115,53,1430,24,2307,39,2489,42,1796,31,2335,40,2466,42,3389,58,1640,28,3339,57,2463,42,2607,44,2484,42,2448,42,3039,52,1964,34,2101,36,3722,64
"AR","Arkansas","Columbia County, Arkansas",5027,15364,6646,43,3295,21,7898,51,7457,49,10307,67,5123,33,7988,52,7311,48,10875,71,4597,30,8328,54,3254,21,6019,39,6547,43,4653,30,5716,37,6541,43,8803,57,4684,30,7955,52,6696,44,6169,40,6664,43,5836,38,7994,52,4654,30,5832,38,9431,61
"AR","Arkansas","Conway County, Arkansas",5029,14297,5926,41,3378,24,7250,51,7078,50,9579,67,4887,34,7432,52,6821,48,10134,71,4303,30,7549,53,3492,24,5709,40,5965,42,4347,30,5606,39,6119,43,8156,57,4124,29,7944,56,6122,43,6173,43,6143,43,5834,41,7446,52,4701,33,5200,36,8986,63
"AR","Arkansas","Craighead County, Arkansas",5031,60440,24823,41,15337,25,32416,54,27978,46,41759,69,19262,32,32805,54,27257,45,43445,72,17000,28,32376,54,14475,24,25757,43,23611,39,19689,33,24079,40,26553,44,33533,55,17444,29,34256,57,26326,44,26062,43,26859,44,24110,40,32498,54,18768,31,22081,37,37954,63
"AR","Arkansas","Crawford County, Arkansas",5033,40254,16857,42,9748,24,20937,52,19450,48,26990,67,13786,34,21054,52,19107,47,28883,72,11758,29,21105,52,10523,26,15879,39,16828,42,12391,31,16564,41,16740,42,23445,58,11220,28,23478,58,17061,42,18364,46,17278,43,17250,43,21390,53,13502,34,14148,35,25933,64
"AR","Arkansas","Crittenden County, Arkansas",5035,31279,13837,44,6119,20,16442,53,14819,47,21145,68,10150,32,16310,52,14715,47,22034,70,9276,30,17573,56,5579,18,12625,40,13005,42,9681,31,10563,34,13794,44,17430,56,10196,33,14866,48,14101,45,11351,36,13878,44,10675,34,16238,52,8629,28,12552,40,18428,59
"AR","Arkansas","Cross County, Arkansas",5037,12026,4631,39,3194,27,7535,63,4391,37,8937,74,3065,25,7272,60,4545,38,9014,75,2927,24,7309,61,2254,19,5890,49,4225,35,4494,37,4043,34,6132,51,5854,49,4112,34,5956,50,5984,50,4267,35,6043,50,3974,33,6856,57,3143,26,5203,43,6755,56
"AR","Arkansas","Dallas County, Arkansas",5039,5511,2412,44,1084,20,2843,52,2661,48,3697,67,1827,33,2825,51,2641,48,3841,70,1688,31,2972,54,1064,19,2153,39,2367,43,1624,29,1920,35,2360,43,3143,57,1722,31,2691,49,2423,44,2069,38,2375,43,1969,36,2818,51,1599,29,2146,39,3314,60
"AR","Arkansas","Desha County, Arkansas",5041,8622,3855,45,1656,19,4568,53,4074,47,5791,67,2837,33,4469,52,4079,47,6041,70,2550,30,4894,57,1448,17,3474,40,3559,41,2787,32,2733,32,3977,46,4630,54,2898,34,3966,46,3964,46,3032,35,3908,45,2832,33,4542,53,2347,27,3579,42,4937,57
"AR","Arkansas","Drew County, Arkansas",5043,11794,4802,41,2929,25,6725,57,5031,43,8355,71,3458,29,6673,57,5007,42,8662,73,3149,27,6770,57,2415,20,5216,44,4521,38,4058,34,4236,36,5532,47,6235,53,3787,32,6090,52,5499,47,4543,39,5565,47,4193,36,6483,55,3335,28,4755,40,6974,59
"AR","Arkansas","Faulkner County, Arkansas",5045,68149,28168,41,17636,26,37594,55,30073,44,46818,69,22034,32,37264,55,30781,45,50305,74,18748,28,38975,57,16232,24,30385,45,25406,37,22760,33,27646,41,30227,44,37889,56,19678,29,39499,58,29741,44,30274,44,30653,45,28356,42,36929,54,21513,32,24855,36,43108,63
"AR","Arkansas","Franklin County, Arkansas",5047,12188,5228,43,2862,23,6304,52,5950,49,8046,66,4332,36,6235,51,5967,49,8751,72,3555,29,6398,52,3166,26,4755,39,5210,43,3778,31,4970,41,5163,42,7017,58,3355,28,7124,58,5099,42,5570,46,5184,43,5186,43,6413,53,4145,34,4299,35,7808,64
"AR","Arkansas","Fulton County, Arkansas",5049,8913,3727,42,2230,25,5090,57,3854,43,6171,69,2839,32,4879,55,3996,45,6544,73,2360,26,5073,57,2037,23,3956,44,3418,38,3125,35,3399,38,4164,47,4741,53,2620,29,5061,57,3981,45,3833,43,4081,46,3488,39,4890,55,2795,31,3420,38,5440,61
"AR","Arkansas","Garland County, Arkansas",5051,68495,27617,40,18574,27,40532,59,27889,41,48698,71,19783,29,39575,58,28456,42,50998,74,17129,25,39550,58,15451,23,31420,46,24157,35,24964,36,26218,38,32985,48,35375,52,21405,31,38064,56,32046,47,28275,41,33171,48,25647,37,38535,56,20393,30,27254,40,41034,60
"AR","Arkansas","Grant County, Arkansas",5053,12094,4762,39,3323,27,6991,58,5076,42,8627,71,3559,29,6908,57,5092,42,9004,74,3145,26,6795,56,2921,24,5454,45,4561,38,4174,35,4767,39,5607,46,6462,53,3581,30,6898,57,5490,45,5155,43,5629,47,4743,39,6674,55,3744,31,4601,38,7450,62
"AR","Arkansas","Greene County, Arkansas",5055,27845,11225,40,7015,25,14570,52,13235,48,18858,68,9177,33,14658,53,13031,47,19803,71,8192,29,14113,51,7405,27,11160,40,11865,43,8223,30,11764,42,11513,41,16296,59,7512,27,16376,59,11655,42,12636,45,11724,42,12006,43,14359,52,9529,34,9531,34,18188,65
"AR","Arkansas","Hempstead County, Arkansas",5057,14618,6476,44,3041,21,7774,53,6832,47,9768,67,4913,34,7595,52,6939,47,10398,71,4266,29,8164,56,2850,19,5959,41,6046,41,4721,32,5152,35,6612,45,7987,55,4654,32,7393,51,6550,45,5687,39,6546,45,5319,36,7737,53,4359,30,5767,39,8730,60
"AR","Arkansas","Hot Spring County, Arkansas",5059,22576,9242,41,5413,24,11163,49,11463,51,14933,66,7929,35,11624,51,10894,48,15939,71,6917,31,11608,51,5642,25,9088,40,9376,42,6710,30,9007,40,9613,43,12933,57,6437,29,12619,56,9559,42,9859,44,9566,42,9313,41,11596,51,7456,33,8061,36,14327,63
"AR","Arkansas","Howard County, Arkansas",5061,9017,3887,43,1992,22,5038,56,3997,44,6221,69,2839,31,4871,54,4067,45,6500,72,2490,28,5156,57,1774,20,3874,43,3520,39,3068,34,3108,34,4288,48,4712,52,2928,32,4550,50,4172,46,3442,38,4186,46,3176,35,4891,54,2599,29,3657,41,5276,59
"AR","Arkansas","Independence County, Arkansas",5063,24619,8284,34,6773,28,8987,37,15899,65,15695,64,9479,39,12438,51,12067,49,16127,66,9105,37,12037,49,6700,27,9359,38,9906,40,6842,28,9219,37,10912,44,13549,55,7727,31,12563,51,10829,44,10184,41,10580,43,9943,40,12598,51,8370,34,9091,37,14922,61
"AR","Arkansas","Izard County, Arkansas",5065,10164,4324,43,2400,24,5274,52,4891,48,6757,66,3572,35,5164,51,5004,49,7267,71,3021,30,5323,52,2667,26,4042,40,4290,42,3022,30,4208,41,4158,41,6000,59,2707,27,6016,59,4164,41,4706,46,4199,41,4426,44,5178,51,3534,35,3473,34,6634,65
"AR","Arkansas","Jackson County, Arkansas",5067,12603,5204,41,2920,23,6737,53,5844,46,8635,69,4068,32,6689,53,5812,46,8975,71,3694,29,6715,53,2921,23,5172,41,5169,41,3831,30,4787,38,5485,44,7098,56,3706,29,6780,54,5499,44,5168,41,5469,43,4894,39,6571,52,3940,31,4700,37,7812,62
"AR","Arkansas","Jefferson County, Arkansas",5069,50184,18913,38,11128,22,20436,41,30183,60,33469,67,17028,34,25796,51,23905,48,32711,65,17674,35,26765,53,9481,19,20047,40,19997,40,14474,29,15931,32,22799,45,27113,54,17771,35,21492,43,23363,47,16862,34,22602,45,16227,32,25900,52,13475,27,20980,42,28166,56
"AR","Arkansas","Johnson County, Arkansas",5071,16487,7023,43,3843,23,8423,51,8123,49,10917,66,5806,35,8415,51,8022,49,11666,71,4969,30,8546,52,4246,26,6469,39,7004,42,5082,31,6525,40,7038,43,9428,57,4666,28,9383,57,6991,42,7334,44,7025,43,6964,42,8502,52,5732,35,5851,35,10509,64
"AR","Arkansas","Lafayette County, Arkansas",5073,5164,2234,43,1114,22,3004,58,2171,42,3624,70,1540,30,2859,55,2246,43,3749,73,1369,27,3081,60,852,16,2293,44,1959,38,1873,36,1596,31,2572,50,2581,50,1789,35,2411,47,2491,48,1791,35,2497,48,1626,31,2848,55,1349,26,2245,43,2858,55
"AR","Arkansas","Lawrence County, Arkansas",5075,11729,4672,40,3077,26,6879,59,4848,41,8326,71,3498,30,6637,57,4983,42,8709,74,3030,26,6697,57,2641,23,5416,46,4326,37,4077,35,4368,37,5627,48,6082,52,3539,30,6481,55,5387,46,4800,41,5488,47,4385,37,6496,55,3515,30,4610,39,7046,60
"AR","Arkansas","Lee County, Arkansas",5077,7099,3241,46,1297,18,3861,54,3243,46,4742,67,2346,33,3641,51,3380,48,4948,70,2095,30,4051,57,1084,15,2849,40,2953,42,2317,33,2109,30,3270,46,3818,54,2400,34,3158,44,3259,46,2397,34,3201,45,2228,31,3682,52,1878,26,2983,42,4022,57
"AR","Arkansas","Lincoln County, Arkansas",5079,9818,3847,39,2637,27,6434,66,3315,34,7340,75,2427,25,6016,61,3579,36,7427,76,2261,23,6043,62,1602,16,4935,50,3330,34,3988,41,2969,30,5251,53,4530,46,3542,36,4621,47,5054,51,3258,33,5145,52,2902,30,5699,58,2327,24,4439,45,5299,54
"AR","Arkansas","Little River County, Arkansas",5081,9148,3517,38,2095,23,3571,39,5670,62,5781,63,3531,39,4446,49,4684,51,6027,66,3289,36,4531,50,2229,24,3336,36,3958,43,2521,28,3350,37,3912,43,5199,57,2849,31,4598,50,3931,43,3750,41,3833,42,3649,40,4629,51,3052,33,3410,37,5552,61
"AR","Arkansas","Logan County, Arkansas",5083,15145,6361,42,3637,24,8006,53,7177,47,10206,67,5152,34,7881,52,7190,47,10815,71,4385,29,7935,52,3938,26,6039,40,6381,42,4666,31,6099,40,6449,43,8682,57,4185,28,8804,58,6403,42,6834,45,6465,43,6449,43,7872,52,5246,35,5371,35,9680,64
"AR","Arkansas","Lonoke County, Arkansas",5085,43984,18002,41,11363,26,24570,56,19296,44,30854,70,13569,31,24288,55,19502,44,32293,73,11927,27,24958,57,10523,24,18616,42,16759,38,14875,34,17539,40,19867,45,24066,55,12885,29,25185,57,19482,44,19184,44,20027,46,17455,40,24269,55,13643,31,16684,38,27202,62
